	SC.CDP.BM	SC.CMP.BM	SC.GMP.BM	SC.LT34F.BM	SC.LTSL.BM	SC.LTSL.FL	SC.MDP.BM	SC.MEP.BM	SC.MPP34F.BM	SC.ST34F.BM	SC.STSL.BM	SC.STSL.FL
Mboat2	4.164981992	5.743474575	4.534953878	7.395285632	5.90564052	5.964273088	4.276610806	8.756687577	5.622586323	6.260853688	6.53636172	6.589882558
Mc5r	5.59656846	10.23787755	8.763338424	9.306159309	8.207347086	7.731303869	7.455660385	7.962252287	9.615738869	10.76887974	9.77411738	7.444289797
Mcam	6.216679258	6.802283706	6.390857387	6.299641525	6.58639897	6.344884112	6.370404361	6.476600408	6.444223941	6.386948865	6.449171211	7.191230995
Mcart6	5.94751655	5.701847046	5.223078826	5.989603024	5.53309504	5.400066518	5.134450964	5.1089572	6.071076162	5.52355882	6.234187057	5.846770345
Mcee	8.761567743	8.449176921	10.01354428	8.728483019	7.312468234	7.394732487	8.962369041	9.204392753	8.604989771	8.658367528	7.724665732	8.10748257
Mcm10	9.257676824	8.381923582	8.793096584	7.192262234	7.849269557	8.706180335	8.917891674	9.398156663	8.23716191	8.215620602	7.080012343	8.721316089
Mcm2	10.94034686	10.32194748	11.06529589	9.744719269	9.986336836	10.25830754	10.68564277	10.98784573	10.39361392	10.53575428	9.5311666	10.5431244
Mcm3	11.02283474	10.41345398	10.79260402	9.966378217	10.07945949	10.00445261	10.78523475	10.49656551	10.38082575	10.64032941	9.83288801	10.52677039
Mcm5	10.77332705	10.2155967	10.86506782	9.166939175	9.115581948	9.366927363	10.50257877	10.54667944	9.930676288	9.822073968	8.711797157	9.752750013
Mcm7	10.90671057	10.3217894	11.07332183	10.0173981	9.720459805	9.932575208	10.85850432	10.88848444	10.68437791	10.62713992	9.636512487	10.22185515
Mcoln2	6.43709954	6.556345874	5.954134258	8.593788113	7.234504195	6.760974039	6.144864861	5.770081082	8.32824542	7.822278917	8.657045309	7.355110994
Mcoln3	5.239061924	5.800569918	5.384257076	5.609592461	5.318046838	5.670023567	5.009687559	5.266123123	5.960524452	5.538770938	5.552328907	5.619244256
Mcpt4	3.811820359	4.42785755	3.972839673	3.87589799	3.79460648	3.843528326	3.921848869	3.770374499	3.928166578	4.407971305	4.007243351	3.838689618
Mcpt8	7.757390454	6.501848328	9.458237622	4.696772836	5.590993168	4.726803976	8.60468974	4.80232507	5.578831563	5.499088473	5.543337088	4.615407469
Mcpt9	4.112605618	4.947857818	4.444432959	4.041853323	4.401641843	4.453563671	4.119599649	4.274093896	4.175368906	4.280585203	4.122871469	3.998958178
Mctp1	7.75109277	8.267038288	7.079891846	9.781270963	9.403473243	8.846389573	8.182616659	5.044571167	8.628520635	9.225209847	9.339928963	9.113054639
Mctp2	7.773127335	5.748143193	4.521678952	7.010528106	6.479785652	6.248960442	6.225720304	4.109268612	7.438607658	6.505483686	7.283961271	7.350810593
Mdm1	7.513153824	7.231242305	6.825093195	6.527577613	7.672811423	7.732693858	7.364454537	7.276796731	7.146680676	7.295426412	6.715125523	7.016455648
Mecom	4.680750051	6.09818161	5.03477329	9.204546039	8.940296564	10.07114492	4.879160079	4.794184497	7.45659878	8.086364755	9.234751341	10.02878233
Med12l	5.936716451	8.497851637	6.265776925	9.251645252	10.44137658	9.019072488	6.087584475	6.003360493	7.347695771	8.568306727	8.731617044	7.98195252
Med14	8.968798194	9.080858157	8.080401311	8.548235723	9.087398838	9.114257607	8.847445668	9.013515857	8.585880236	8.686218439	8.902702008	9.299297783
Mef2c	9.315072254	9.177218444	7.344028947	9.315437921	9.792495816	9.616164074	9.174570123	7.099769116	9.389389024	9.042870561	9.175929146	9.844219606
Mefv	7.77267791	5.874794507	6.983344417	5.15634133	5.624864163	5.661339167	7.672722337	5.172791512	5.356858641	5.224779265	5.381516419	5.201708346
Meg3	5.188577637	5.649968905	5.792356499	7.111973043	6.322655871	7.792287296	5.108930027	5.256714428	5.552221812	5.446835177	5.592801847	7.228042312
Megf9	7.875103027	6.665291854	6.895324436	6.709825022	7.791764157	6.622478462	7.436320942	7.278404852	6.524264315	6.66572319	7.326273973	6.754871472
Meis1	7.409042667	10.0365102	7.664966312	11.1635737	11.44582752	10.90455715	7.744656488	6.670583316	10.39983497	10.94467038	11.40485433	10.8385369
Mela	4.097166908	4.274354856	4.128392393	3.822685966	4.209799051	4.498159366	4.014774828	3.783330924	4.098048932	4.215123308	4.279592629	3.823443672
Mertk	5.049693202	5.770996822	5.453237705	5.20118687	5.626042876	5.33488644	5.111408356	5.055939634	5.215082527	5.348457292	5.124969098	5.793768458
Mesp2	5.550569291	5.929302207	5.877750793	5.740873607	6.190372547	5.942177446	5.656301862	5.689262813	5.811429928	5.840858473	5.96473593	5.745500888
Met	9.519602577	5.369546747	7.099558215	5.317007336	5.127894614	5.253037489	9.062657905	4.085365166	5.060825606	5.583657474	5.561162161	5.235723231
Mettl1	7.991738943	8.162430858	9.092865647	8.212908282	7.860109472	7.887310191	8.794061323	8.85795581	7.945084142	8.204357903	8.01393545	8.011566361
Mettl7a1	8.438122597	9.238474842	8.510141734	9.806583883	7.967720236	7.86995302	8.441793719	8.192671811	9.488331732	9.502421109	9.461875367	8.276339165
Mex3a	6.210538878	6.892170597	6.414827279	7.518618538	7.649345767	8.266045954	6.789407139	6.595879562	7.611535369	7.565424292	8.293844977	8.646808528
Mex3b	7.213162882	7.159245697	6.574905809	6.152297013	6.486822689	6.773415298	6.997783536	6.577566293	6.781090167	6.627780453	6.733451963	6.926214739
Mfap4	5.289348814	5.455376542	5.434601542	4.846424782	5.102165392	5.402242381	5.32216011	5.139655714	5.272489824	5.022993585	5.022583831	4.946279363
Mfge8	8.62650886	8.324395022	8.46280857	8.986365613	8.077031985	7.743342843	8.593988123	6.575123963	8.587344174	8.639797957	8.587549892	8.282146009
Mfhas1	7.263086377	6.591696619	6.629882112	6.707210483	6.962858998	7.083323659	6.688488116	7.722658644	6.585331393	6.612103279	7.321403219	6.932831273
Mfsd2a	5.592905474	6.374843872	6.002450499	5.633911641	5.96211402	5.589482869	5.785721419	5.8091443	5.828452605	5.542880194	5.662126677	5.494764401
Mfsd2b	5.701031472	10.43434915	7.372095708	7.439481853	9.503939599	8.035044479	5.592085228	9.98892876	5.854565479	7.632886537	6.948087232	6.313200495
Mfsd7a	6.807459256	7.119355139	6.954916702	6.628881958	6.90869564	6.780870863	6.390154049	6.394401813	6.448667254	6.518206215	6.586060635	6.351816462
Mfsd7b	7.910815794	8.276525744	7.365893714	7.863511078	7.589229168	6.874811717	8.134081778	9.117872927	7.605576188	7.762864019	7.720227382	7.416698741
Mfsd7c	4.877685363	5.524789293	5.101734108	4.870588299	5.077419621	5.20823631	4.994582741	5.033013262	4.925413205	4.989899674	4.999965435	4.928029153
Mgam	4.566295609	5.518366752	6.858895656	4.57826248	5.517406937	4.954247502	5.072677504	4.89249546	4.880800603	4.863361158	5.132037993	4.882144133
Mgl2	5.656218903	5.230026202	7.281307235	4.599772036	4.530815709	4.795997198	5.838237468	4.28394399	4.963242904	4.846979648	4.452088004	4.195780657
Mgll	5.544510115	5.822016271	5.780769399	5.31579927	5.863118279	6.27663934	5.526649989	7.766280101	5.301353519	5.186639211	5.673562077	5.690510683
Mgp	5.453057678	5.316723212	5.291975529	4.98769074	5.118197738	5.222337031	5.36209929	4.936136147	5.144823404	5.089534167	5.115224724	4.942385478
Mgst1	4.878676303	4.955875375	8.221465965	6.5270938	5.726323533	5.776583052	7.184574544	3.780546329	5.723102528	5.366722616	7.383568079	6.800213324
Mgst2	6.72940775	6.342063109	8.48098497	7.856376764	6.889338871	6.916773194	7.360902085	5.286411752	6.868937966	6.437884374	7.341962923	7.890213197
Mical2	6.103230449	6.346457886	6.361139031	5.874873999	6.119325048	6.413073873	6.083406991	5.927046653	6.031817523	6.171521101	6.119376929	6.669209643
Mical3	6.895435525	8.089421349	7.020997712	7.466195856	8.163546533	7.626921901	6.971152651	8.676514955	7.049366663	7.566978741	7.665456729	7.40097547
Mier1	7.927053569	8.381142315	6.352714982	8.40902951	7.932303349	8.198059616	7.89690856	8.428034954	8.080083072	8.266909258	8.357867486	8.680961268
Mif	10.53567213	11.19373885	11.90690595	11.007064	10.17816914	10.539736	11.57102002	11.59566069	11.20588325	11.27467796	9.962355544	10.72521593
Mir124a-3	5.330940774	5.347026009	5.436373972	5.080541129	5.19785622	5.862006628	5.648840257	5.297734343	5.176356685	4.960541828	5.035028529	5.063569812
Mir126	3.183359469	3.281490546	3.556016515	3.398414222	3.469339003	4.547708928	3.245962085	3.057086303	3.453662434	3.332235311	3.725613929	5.414143992
Mir138-2	6.353707912	6.531347927	6.67790048	5.956897669	6.618057524	6.494977687	6.465189799	6.311460428	6.279135098	6.133660102	6.122473941	6.128401673
Mir144	2.753882609	3.507134972	2.824238327	2.615738011	2.682812978	3.234220275	2.822131875	2.882809316	2.658005777	2.710602583	2.798092001	2.652038989
Mir146	3.117323795	3.56151555	3.254125363	3.171495081	3.290960056	3.596374648	3.293365579	3.039366539	3.082540805	3.054501216	3.164469863	3.007051943
Mir151	4.787430723	5.332945977	4.878293743	4.455059756	5.009435263	5.014591854	4.891939202	5.082479067	4.835085289	4.745110916	4.470864368	4.727174416
Mir155	4.830922896	5.948277279	5.176849324	6.228904609	6.271557648	5.941561778	4.832984504	5.237106685	5.703725042	5.851251819	6.172840172	5.826669236
Mir15b	3.884705362	5.331567288	3.868986308	5.283300766	3.923485168	4.745681942	3.964201454	5.077277186	5.245864504	5.07232236	4.280887047	4.768430488
Mir16-2	3.732576739	5.479238647	4.265554416	4.653556886	4.23575769	4.556625604	3.848033642	4.820618088	4.92930339	5.342119126	4.374480786	4.788810975
Mir17hg	6.371325945	6.90189685	6.295153008	6.49893322	6.615120512	7.108950582	6.528301987	7.386194031	7.176900174	7.178162372	6.673565374	7.248313288
Mir18	4.409259673	6.76869778	6.470251053	7.664683833	4.602828996	5.159234931	4.633787674	6.794903831	6.55153755	6.314239721	5.45473961	5.157716784
Mir181a-1	3.600123034	4.395720913	3.620785794	3.790772038	3.457392919	3.888032075	3.357899148	3.402442505	3.637697181	3.729895322	3.663648233	3.606779765
Mir181b-1	4.393185069	5.41834008	3.99217927	5.901089734	3.89576147	4.458167614	4.207963111	4.508057789	6.00142621	4.78442546	4.256447112	4.436365087
Mir187	7.991894046	8.393039663	8.507448193	7.467572403	8.294433278	8.585582651	8.096000877	8.124492538	8.154864426	7.915415431	7.98875682	7.919981489
Mir19a	3.385651911	5.589487863	5.079164742	6.382892008	3.590454314	3.669608867	3.366186973	5.089260846	5.29190372	5.253556317	4.130233508	4.446378655
Mir19b-1	3.829612812	7.127951001	4.551571387	7.378271732	4.559085909	4.771644405	4.090144891	6.617513748	6.453129856	6.499719945	5.472514849	5.749846639
Mir20a	3.782289734	5.893535741	5.438127589	6.56293994	3.989039069	4.407291561	4.150776281	5.578413452	5.427497229	5.377101185	4.681096888	4.661484542
Mir22	5.700535895	6.088489335	5.739531309	5.65804673	5.514046493	5.642597611	5.563605598	5.758184565	5.618767234	5.49285462	5.368456407	5.438351077
Mir23a	6.310196498	6.980870739	6.154631812	6.907419087	6.899961067	6.29948157	6.263470154	5.683028281	6.484775374	6.621087015	6.722480598	6.300462389
Mir23b	6.232379992	7.469513617	6.544655389	7.523193918	7.76233907	6.67325159	6.264981106	6.417375756	7.138212913	7.020866629	7.593584341	7.08020142
Mir27a	7.042819047	7.348767098	6.87100824	7.54490572	7.110036403	6.656570734	7.056984101	6.073676728	6.946137802	7.090613173	7.304244527	6.779594612
Mir27b	5.23408101	6.887290692	6.077710147	6.52012886	6.332629174	5.721447399	5.255298036	5.040465081	6.541640283	6.758611657	6.734957048	5.801515663
Mir299	3.83957334	4.279289276	4.140156953	3.759936993	3.837828898	4.506976353	4.154332067	3.960701672	3.899823344	3.612647378	3.925654523	3.950967579
Mir29b-2	3.261741412	4.068614924	3.30873947	4.483964069	4.059199508	3.969009237	3.533530125	3.516557317	3.765502922	3.658942644	4.186793694	3.64356185
Mir29c	3.708915575	5.591971074	4.217871772	5.583040633	5.455003845	5.606448151	3.996759316	4.297283141	4.676989478	4.984967518	5.303649256	5.208782551
Mir335	5.234615001	5.279135098	5.564379185	4.833396134	5.368287603	5.922289838	5.268335825	5.155735068	5.019599624	5.18673824	4.922914577	4.920712517
Mir341	8.138077209	8.628432781	9.108112062	8.293859994	8.970859117	8.978430091	8.422927041	8.597717942	8.635310554	8.414727512	8.658151845	8.654608821
Mir342	5.942269735	6.522204086	6.276897359	5.912577217	6.189962893	6.480998026	5.969944783	6.094764947	6.202638106	5.899696483	5.929121876	6.156989123
Mir351	6.009851006	6.186913506	6.509872632	5.949050062	6.398334977	6.157167703	6.197727813	6.252429852	6.119052125	6.010556078	6.203677538	6.042588528
Mir467b	2.537892407	3.080453011	2.54244792	2.969086007	2.824462381	3.235808739	2.505077915	2.526394383	2.734059245	2.607614386	2.975092086	3.283055006
Mir483	7.394226299	8.129510481	8.067498897	7.192205346	7.557422855	7.460646469	7.444356479	7.591173739	7.697429115	7.455787494	7.215871732	7.333385269
Mir503	5.37640963	6.030017087	5.351856794	5.567199618	5.805078306	5.404684041	5.149614358	5.487341635	5.59801378	5.60494753	5.666874918	5.720506947
Mir504	6.322866143	6.576411785	6.776276417	6.269584278	6.521408853	6.495188276	6.632076231	6.337471158	6.442556238	6.23942382	6.480023252	6.330250038
Mir547	3.485246479	3.632588133	3.541250495	3.118581219	3.16167274	3.622098688	3.447028107	3.317911817	3.224626867	3.118152045	3.21451341	3.088591097
Mir592	4.336052443	4.648985939	4.030983409	3.774927589	4.006980158	4.026764655	4.300294592	4.012412239	4.177347775	3.836590712	3.910991633	3.770030851
Mir692-1	8.831996173	8.541289478	9.631138001	9.481686433	9.03189286	8.405541731	8.851245259	9.038575005	8.802687927	8.859247306	8.903118833	8.422054882
Mir99a	4.051227071	4.947479146	4.214945934	5.728127317	4.450324888	4.674626365	3.986165156	3.745172781	4.543508256	4.778534513	4.785271541	4.886091612
Mirlet7a-1	5.163797921	5.573100299	5.529672089	5.197879804	5.253519129	5.366311722	5.304626638	5.570267097	5.512765742	5.625926509	5.057610563	5.303375276
Mirlet7f-2	3.851066046	3.865978183	3.873790236	3.234828286	3.51762425	4.053522648	3.891837158	3.758761543	3.549441229	3.532528921	3.451971556	3.385272263
Mitd1	7.634869846	8.022638293	7.201512651	7.997920683	7.289860895	7.687651423	7.565484969	8.632525245	7.909570616	8.150185449	7.400956548	7.790681801
Mki67	10.55984453	10.01952415	8.122814883	8.570853507	10.1220117	10.79868259	10.52319333	10.87225644	10.38628216	10.13251239	8.502881649	10.7979523
Mki67ip	9.494329533	9.832975434	9.672187054	9.554309814	8.829868688	9.386091402	9.885718588	10.37259592	9.505804211	9.806296584	9.107650386	9.444782174
Mlkl	8.718767455	8.07630228	8.968735519	8.339653029	7.96144873	8.610902907	9.375255023	7.164215574	8.59792591	8.684854145	8.301655317	8.4410483
Mllt3	6.297190193	7.692537045	6.302131359	9.549464654	9.724550858	10.39401778	6.618471645	8.556955079	7.871740789	8.413556427	9.361491673	9.971746868
Mmd	8.276831773	7.616049971	7.899058383	7.170840422	6.282074019	7.175304694	8.183192705	8.018671725	7.696033122	7.609948093	6.920313946	7.917233323
Mmp12	4.773345841	5.440490488	5.056635548	4.946155351	5.31659229	4.95381154	4.771205965	5.111938973	4.961535356	5.01464541	5.017932298	4.896940236
Mmp13	5.323025328	5.720296253	5.344252109	4.980832667	5.451391369	5.357401863	5.310541289	5.235985481	5.186718435	5.096944913	5.212711993	5.198213209
Mmp14	6.295857689	7.10530093	6.287772702	6.849670314	7.071750516	6.061382354	5.991299614	8.719521789	6.042832541	6.219338923	6.962310713	7.322582119
Mmp19	5.268368266	5.913554858	6.781610633	4.868711455	5.094368395	5.299501108	6.352742638	4.885320553	5.097918348	4.998222587	5.063714327	5.020339957
Mmp2	6.278078321	7.242996373	6.988119616	7.629303429	7.145404038	7.081614098	6.451957273	6.334399334	7.747711312	7.409670962	8.1139576	7.011375432
Mmp25	5.844450936	5.959314605	6.187232627	5.626254164	7.382224268	6.180243359	5.837108995	5.929363759	5.915046378	5.813097512	7.069698587	5.925843988
Mmp27	4.655313661	5.35555372	4.875013305	4.489658532	4.866027656	4.848918334	4.428437226	5.014002611	4.584445442	4.552041936	4.62170221	4.587211952
Mmp8	5.041375877	4.974088728	4.760629031	3.839694263	9.338248049	4.838064302	6.009634566	4.20132804	4.088629255	3.817433955	8.696157767	4.239302561
Mmp9	5.555445006	5.995051419	6.036848361	5.524197438	8.823810066	5.727329645	5.733187101	5.378724891	5.380805626	5.361952544	8.509778039	5.398468378
Mmrn1	3.908854529	6.628164812	4.177742426	9.707396982	9.993503411	9.62831448	4.006854526	4.148808046	6.725755469	8.098950061	8.859865631	8.842806182
Mn1	6.12960587	6.258126917	5.830437881	6.162859226	6.560566704	6.567220918	6.083351673	5.763866993	6.712250472	5.838155091	7.731248196	7.107036041
Mnd1	6.445887237	5.169389903	6.412262152	5.287889647	5.162595423	5.760290152	6.629998161	6.5027276	5.168090411	5.454047546	4.78084025	5.815452467
Mns1	7.430413243	7.888711899	6.439552774	6.667673132	6.580280681	7.722347389	8.053181225	10.08586379	7.204990687	7.33970439	6.474479849	7.617823366
Mobkl1b	7.197170814	7.785660071	6.484247178	7.35187328	6.828617197	6.791559276	7.014643178	7.567782333	7.304978236	7.277077665	7.409487961	7.673973993
Mogat1	4.369752621	5.144464511	4.812696732	4.49135929	4.810287138	4.851034387	4.640339425	4.876845966	4.407152174	4.474088794	4.45767746	4.60191338
Mospd1	9.808896676	9.184816345	7.926551002	9.002862355	8.064299606	9.015214408	8.91470543	9.609836206	8.784369018	8.873097701	8.661026157	9.398737494
Mospd2	7.484423892	6.88430608	5.882864735	7.33289855	6.765539166	6.93362378	6.883861897	6.440781981	6.794805731	7.053903081	7.088846175	7.310284219
Mpa2l	6.429203627	5.671156061	5.323257167	8.465710871	7.368904802	6.061658128	5.730028515	5.017053358	7.086030574	6.453084574	7.579637255	6.237586662
Mpdz	5.051177757	5.543048839	5.068236561	6.62753048	6.332661991	7.20416322	5.0657877	4.935990053	5.347049049	6.083346354	6.039103291	7.198597284
Mpeg1	11.88662879	7.277480832	8.202473555	7.074714145	7.518265763	5.738478728	10.92037097	4.784747378	7.643266728	5.757029916	7.563227039	6.0113827
Mphosph10	8.335304296	8.756343322	7.46997956	8.317843097	7.655022366	8.118383261	9.053291481	9.523620368	8.437057706	8.654118284	7.694401072	8.137222232
Mpl	5.818488444	8.233078445	6.995043879	10.28811174	11.01149946	10.31624962	5.932441549	6.144488984	8.241942168	9.698735395	10.81945504	10.00395944
Mpo	11.1077726	12.10340542	13.79412099	9.127839944	8.187537821	9.426026033	13.2281558	5.798737472	11.47542812	11.373808	9.107879892	9.104468499
Mpp4	5.229113611	5.850301874	5.29551733	5.23544753	5.366108854	5.673394357	5.119249645	5.32681056	5.212569339	5.530184697	5.136691779	5.280065486
Mpzl1	6.270334577	6.367229515	6.784628738	7.696369698	6.912572028	7.861171293	6.536964661	6.455962524	6.543000104	7.019455626	7.314245462	8.23690609
Mpzl2	4.774799356	5.496471937	5.083506984	4.85306581	5.026707122	5.001351893	4.77668481	4.897695432	4.820161088	4.978710459	4.764284222	4.61101299
Mr1	5.911523817	7.059455329	6.1027533	8.209209321	7.504968843	7.022254613	6.29596786	6.93514265	7.465454984	7.429885817	8.086810829	7.453338548
Mras	5.071987143	5.9171811	5.587305978	5.984460994	6.223679967	5.489773048	5.493458403	5.170864451	5.773748472	6.032241931	6.777609081	5.278652025
Mrc1	4.901801742	5.352624361	5.202783377	4.962729464	5.042994464	4.890578018	4.709650897	4.680622543	5.246921073	5.360908521	5.047928033	7.63964821
Mreg	5.790749452	6.190893338	6.324449404	5.563423577	5.708088808	6.088268828	5.885782587	5.737064776	5.634115485	5.680263868	5.61919387	5.939843635
Mrgpra2a	4.777710768	6.100295443	7.705804003	5.20590726	6.640950563	5.579567366	5.729912538	4.947518888	5.213040044	5.17187933	6.05846298	5.448377351
Mrgpra2b	4.873483486	6.205880224	7.60237027	5.21275738	6.527246574	5.567378121	5.73310483	4.970874356	5.262053491	5.182422164	5.88889583	5.43855069
Mrpl20	9.181519449	8.249314254	8.934049465	7.745880224	7.023434273	7.583564714	9.022174054	9.13413557	7.797148548	8.427548978	7.022352276	7.437463713
Mrpl35	8.083912913	8.460173473	8.562215962	7.958994591	7.059716512	7.335556501	8.309885722	9.284132135	8.020865241	7.998679555	7.45881479	7.782459677
Mrpl42	6.148828379	6.629465911	6.612236496	6.16788843	4.739041581	5.665575636	6.708842022	7.359606382	5.912567238	6.1704589	5.98649892	6.562538566
Mrps18b	9.309096057	8.645808278	10.51231579	9.204600242	8.136107458	8.630621945	9.808314896	10.41957781	9.096461244	9.212535781	8.243232071	8.654543127
Mrto4	7.97542804	8.097472272	9.387693683	7.47910631	7.464186036	8.296081389	8.649466488	9.721122692	7.825875602	7.916191481	8.007327645	8.360751413
Ms4a1	3.958412741	4.278267309	4.124647963	5.238659498	4.842367106	4.064834002	3.906868154	4.259822339	4.100544606	4.012832339	4.48228899	4.113692166
Ms4a14	3.636021317	4.111206629	3.577408685	3.321384577	3.617075102	3.79978154	3.646270202	3.436055206	3.43175666	3.39691298	3.415078075	3.254291686
Ms4a2	5.049932749	7.728204542	7.421015943	4.218781168	4.29997481	4.458893787	5.999340117	4.357397171	4.381833624	5.145942333	4.287085614	4.220399611
Ms4a3	6.441259369	7.221325624	11.93926098	5.290300291	5.817179808	5.884409066	9.946796546	5.023949471	5.150502812	6.297393204	5.727285166	5.249962935
Ms4a4a	5.67791692	5.4771333	5.271156714	4.979145823	5.910799008	5.690742997	5.242129914	5.194810031	4.92360322	5.287036347	5.489412344	5.13600472
Ms4a4b	6.543453608	4.970349819	4.551005293	4.766443217	4.108058816	4.349907791	6.05214777	4.049582851	4.435658594	4.220751711	4.370945413	4.00842414
Ms4a4c	9.422694283	5.479282307	6.148154535	5.452226412	5.207105452	4.842978832	8.399313676	4.281023104	5.059601878	4.834875517	5.504409587	4.446818639
Ms4a6b	9.802360078	7.571677568	8.029040728	8.661468627	6.959565002	6.793472825	9.339137385	4.08561161	8.191278873	8.194203551	8.037592893	7.19272827
Ms4a6c	11.96011452	9.236566999	9.598672509	8.481485704	7.268683904	6.29347778	11.61578525	4.554957152	8.509938857	8.660926835	8.316915801	6.345170138
Ms4a6d	6.09898514	5.680875672	5.563769295	5.195554958	5.415791336	5.514433706	5.902797962	4.920579143	5.216181278	5.249428274	5.013719808	5.672655872
Ms4a7	4.079949785	4.530192502	4.276067317	4.045635177	4.157127272	4.42951331	4.369024371	4.166253484	4.210630436	4.13458239	4.053180862	4.090341115
